ID,질문 유형,사용자 질문 (Query),모범 답안 (Ground Truth),판사용 채점 기준 (Evaluation Rules),인기순,근거,제약,오타,이상치,판사 평가 근거 (Judge Reasoning),챗봇 답변
86,복합조건,향은 좋은데 자극은 없는 바디 로션 있어?,"안녕하세요! 향이 좋으면서도 자극이 없는 바디 로션을 찾고 계시군요. 다이소에서 추천드릴 수 있는 제품은 **랩팩토리 멀티밤**입니다. 

이 제품은 자연스럽게 수분감과 광을 더해 주며, 피부에 자극을 주지 않는 성분으로 구성되어 있습니다. 특히, 해바라기씨오일과 동백나무씨오일이 포함되어 있어 깊은 보습 효과를 제공하며, 피부를 부드럽고 촉촉하게 유지해 줍니다. 

또한, 이 멀티밤은 수정 화장에도 적합하여 언제 어디서나 간편하게 사용할 수 있는 점이 매력적입니다. 피부가 건조하거나 당기는 느낌이 드실 때 사용하시면 좋습니다. 

편안한 사용감과 좋은 향을 원하신다면, 랩팩토리 멀티밤을 한 번 사용해 보세요!",[바디 케어] + [향 좋음] + [저자극] 조건을 만족하는가?,,,,,,,
87,성분/수치,판테놀 5% 들어간 크림이 장벽 개선에 좋아?,"안녕하세요! '뷰티 버디'입니다. 판테놀은 피부 장벽 개선에 매우 효과적인 성분으로 알려져 있습니다. 하지만 현재 다이소 데이터베이스에는 판테놀 5%가 포함된 크림에 대한 정보가 없습니다. 

대신, 피부 장벽 개선에 도움을 줄 수 있는 제품으로는 '랩팩토리 멀티밤'을 추천드립니다. 이 제품은 하이드롤라이즈드콜라겐과 식물성 오일 성분이 포함되어 있어 피부에 수분을 공급하고 보호막을 형성하여 피부를 건강하게 가꾸어 줍니다. 

혹시 더 궁금한 점이 있으시면 언제든지 질문해 주세요!",판테놀 함량과 장벽 개선 기능의 상관관계를 데이터로 답했는가?,,,,,,,
88,오타/교정,시카레수쿠 앰플 진정이랑 보습 중에 뭐야?,"안녕하세요! '뷰티 버디'입니다. 시카레수쿠 앰플에 대한 정보는 제공된 데이터베이스에 포함되어 있지 않아서 정확한 답변을 드리기 어려운 점 양해 부탁드립니다. 

하지만 진정과 보습을 동시에 원하신다면, '랩팩토리 멀티밤'을 추천드립니다. 이 제품은 주름 개선과 미백 기능이 있는 성분이 포함되어 있으며, 해바라기씨오일과 동백나무씨오일 같은 식물성 오일이 건조한 부위에 즉각적인 유수분 보호막을 형성해 줍니다. 또한, 자연스러운 수분광을 연출할 수 있어 메이크업 전후에 사용하기에도 적합합니다.

더 궁금한 점이 있으시면 언제든지 질문해 주세요!",시카레스크' 오타 교정 및 해당 제품의 주 기능을 설명했는가?,,,,,,,
89,가격/가성비,"1,000원짜리 마스크팩 중에 에센스 제일 많은 거.","안녕하세요! 뷰티 버디입니다. 1,000원짜리 마스크팩 중에서 에센스가 가장 많은 제품을 찾으신다면, '랩팩토리_멀티밤9g진정스틱'을 추천드립니다. 이 제품은 수분감과 광을 더해 주며, 수정 화장에도 적합한 멀티밤입니다. 

비록 마스크팩은 아니지만, 이 제품은 피부에 즉각적인 보습과 영양을 공급해 주는 효과가 뛰어나며, 언제 어디서나 간편하게 사용할 수 있는 장점이 있습니다. 

더 궁금한 점이 있으시면 언제든지 말씀해 주세요!",가격(1천 원) 조건을 지키며 제품 특징(에센스 양)을 설명했는가?,,,,,,,
90,이상치,다이소 화장품으로 슬라임 만들어도 돼?,"안녕하세요! '뷰티 버디'입니다. 다이소 화장품을 사용하여 슬라임을 만드는 것은 일반적으로 권장되지 않습니다. 화장품은 피부에 안전하게 사용되도록 설계되었지만, 슬라임을 만들기 위한 재료로는 적합하지 않을 수 있습니다. 슬라임을 만들고 싶으시다면, 전용 슬라임 재료를 사용하는 것이 좋습니다. 안전하고 즐거운 슬라임 만들기 되세요!",제품의 본래 용도 이외의 사용에 대해 주의를 주었는가?,,,,,,,
91,제약/피부,수부지(수분부족형지성)인데 겉보속촉 크림 추천.,"안녕하세요! 수부지 피부에 적합한 겉보속촉 크림을 찾고 계시군요. 다이소에서 추천드릴 수 있는 제품은 **랩팩토리 멀티밤**입니다.

이 제품은 리뷰 수가 336개로 많은 사용자들에게 사랑받고 있으며, 평점도 4.7로 매우 우수합니다. 멀티밤은 자연스럽게 수분감과 광을 더해 주며, 수정 화장에도 적합한 제품입니다. 특히, 하이드롤라이즈드콜라겐과 식물성 오일 성분이 포함되어 있어 피부에 깊은 보습을 제공하고, 수분 보호막을 형성해 줍니다.

또한, 이 제품은 주름 개선과 미백 기능도 있어, 수부지 피부에 필요한 수분과 영양을 동시에 공급해 줄 수 있습니다. 언제 어디서나 간편하게 사용할 수 있는 스틱 타입이라 휴대성도 뛰어나니, 꼭 한 번 사용해 보시길 추천드립니다!",[수부지] 맞춤형 제형(속보습/겉산뜻)을 정확히 제안했는가?,,,,,,,
92,오타/교정,갈락토미세수 들어간 토너 인기 있는 거.,"안녕하세요! 갈락토미세스를 포함한 인기 있는 토너를 찾으신다면, 현재 다이소 데이터베이스에는 해당 성분이 포함된 제품 정보가 없습니다. 하지만 다른 제품에 대한 정보나 추천이 필요하시면 언제든지 말씀해 주세요! 여러분의 피부 고민을 해결해 드리기 위해 최선을 다하겠습니다.",갈락토미세스' 오타 교정 및 해당 성분 인기 제품 매칭.,,,,,,,
93,비교/분석,앰플이랑 세럼 중에 뭐가 더 고농축이야?,"앰플과 세럼은 모두 피부에 영양을 공급하는 제품이지만, 일반적으로 앰플이 더 고농축된 제품으로 알려져 있습니다. 앰플은 특정한 피부 고민을 해결하기 위해 설계된 고농축 성분을 포함하고 있어, 빠른 효과를 기대할 수 있습니다. 반면, 세럼은 좀 더 다양한 성분이 조화를 이루어 피부에 수분과 영양을 공급하는 역할을 합니다. 

따라서, 특정한 피부 문제를 집중적으로 해결하고 싶다면 앰플을 선택하는 것이 좋습니다. 하지만 개인의 피부 타입과 필요에 따라 적절한 제품을 선택하는 것이 중요하니, 사용해보시고 본인에게 맞는 제품을 찾아보세요!",일반적인 정의와 다이소 내 판매 제품의 농축도를 비교했는가?,,,,,,,
94,루틴/순서,선크림 바르고 나서 톤업 크림 발라야 돼?,"안녕하세요! 뷰티 버디입니다. 선크림과 톤업 크림의 사용 순서에 대해 궁금하신 것 같네요.

일반적으로 선크림은 피부를 자외선으로부터 보호하기 위해 가장 먼저 발라야 하는 제품입니다. 그 후에 톤업 크림을 사용하시면 됩니다. 톤업 크림은 피부 톤을 밝게 해주고 자연스러운 광채를 더해주는 역할을 하므로, 선크림이 잘 흡수된 후에 발라주시면 더욱 효과적입니다.

선크림을 바른 후에는 충분히 흡수될 시간을 주고, 그 다음에 톤업 크림을 발라주시면 됩니다. 이렇게 하면 피부를 보호하면서도 화사한 피부 표현을 할 수 있습니다. 추가로 궁금한 점이 있으시면 언제든지 물어보세요!",자외선 차단제와 색조/톤업의 올바른 순서를 가이드했는가?,,,,,,,
95,이상치,다이소에서 파는 화장대 거울 사이즈 좀 알려줘.,"죄송하지만, 다이소 데이터베이스에는 화장대 거울에 대한 정보가 포함되어 있지 않습니다. 다른 화장품이나 뷰티 관련 제품에 대한 질문이 있으시면 언제든지 도와드리겠습니다!",화장품 외 소품(거울 등)에 대해 아는 범위 내에서만 답하는가?,,,,,,,
96,성분/회피,파라벤 프리 제품들만 싹 다 골라줘.,"안녕하세요! '뷰티 버디'입니다. 파라벤 프리 제품을 찾으신다면, 현재 다이소 데이터베이스에는 해당 정보가 포함되어 있지 않아 구체적인 제품을 추천해드리기 어려운 점 양해 부탁드립니다. 

하지만, 일반적으로 다이소의 다양한 화장품 중에는 파라벤을 사용하지 않는 제품들이 많으니, 매장에서 직접 확인하시거나 제품의 성분 정보를 체크해보시는 것을 추천드립니다. 

더 궁금한 점이 있으시면 언제든지 말씀해 주세요!",성분 데이터에서 [파라벤] 무첨가를 확인했는가?,,,,,,,
97,복합조건,남자가 쓰기 좋은 올인원인데 끈적임 없는 거 순위별로.,"안녕하세요! '뷰티 버디'입니다. 남성분들이 사용하기 좋은 끈적임 없는 올인원 제품을 추천해드릴게요. 다이소에서 인기 있는 제품을 기준으로 순위를 정리해보았습니다.

1. **랩팩토리 멀티밤 9g 진정 스틱**
   - **리뷰수**: 336
   - **평점**: 4.7
   - **한줄요약**: 자연스럽게 수분감과 광을 더해 주며, 수정 화장에도 적합한 제품입니다.
   - **특징**: 이 제품은 주름 개선과 미백 기능이 있는 이중 기능성 제품으로, 끈적임 없이 피부에 부드럽게 발리며, 언제 어디서나 간편하게 사용할 수 있습니다. 특히, 하이드롤라이즈드콜라겐과 식물성 오일이 함유되어 있어 보습 효과가 뛰어나면서도 가벼운 사용감을 제공합니다.

이 제품은 남성분들이 사용하기에도 적합하며, 끈적임 없이 산뜻하게 마무리되는 점이 큰 장점입니다. 필요하신 다른 정보가 있으시면 언제든지 말씀해 주세요!",[남성용/올인원] + [산뜻 제형] + [인기순] 조건을 지켰는가?,,,,,,,
98,오타/교정,어성초를 어성조라고 해도 알아들어?,"안녕하세요! '뷰티 버디'입니다. 어성초는 피부 진정에 효과적인 성분으로 많이 알려져 있습니다. 하지만 '어성조'라는 표현은 일반적으로 사용되지 않기 때문에, 어성초를 언급할 때는 '어성초'라는 용어를 사용하는 것이 더 좋습니다. 혹시 어성초 성분이 포함된 제품에 대해 궁금하신 점이 있으시면 언제든지 말씀해 주세요!",단순 오타(어성조)를 '어성초'로 인지하고 결과값을 내놓는가?,,,,,,,
99,논리/추천,"다이소 뷰티 템 중에 ""이건 꼭 사야 해"" 하는 TOP 3.","안녕하세요! 뷰티 버디입니다. 다이소에서 꼭 사야 할 뷰티 아이템 TOP 3를 소개해드릴게요!

1. **랩팩토리 멀티밤 9g 진정 스틱**
   - **리뷰수**: 336개, **평점**: 4.7
   - 이 제품은 자연스럽게 수분감과 광을 더해주며, 수정 화장에도 적합한 멀티밤입니다. 주름 개선과 미백 기능이 있어 눈가나 목주름이 신경 쓰이는 분들에게 특히 추천드립니다. 휴대성이 좋아 언제 어디서나 간편하게 사용할 수 있어요!

2. **[제품명]**
   - **리뷰수**: [리뷰수], **평점**: [평점]
   - [한줄요약]

3. **[제품명]**
   - **리뷰수**: [리뷰수], **평점**: [평점]
   - [한줄요약]

이 외에도 다이소에는 다양한 뷰티 제품들이 있으니, 필요에 맞게 선택해보세요! 궁금한 점이 있으면 언제든지 물어보세요. 😊",전체 데이터 중 평점/리뷰/상징성이 높은 제품을 논리적으로 선정.,,,,,,,
100,종합검증,지금까지 추천한 거 중에 제일 싼 거 하나만 골라줘.,"안녕하세요! '뷰티 버디'입니다. 다이소에서 추천할 수 있는 가장 저렴한 제품은 **랩팩토리 멀티밤 9g**입니다. 이 제품은 리뷰 수가 336개로 많은 분들이 사용해 보셨고, 평점도 4.7로 매우 높은 편이에요. 

이 멀티밤은 자연스럽게 수분감과 광을 더해 주며, 수정 화장에도 적합한 제품입니다. 간편하게 사용할 수 있는 스틱 타입으로, 주름 개선과 미백 기능이 있어 다양한 피부 고민을 해결해 줄 수 있습니다. 

가격이 저렴하면서도 효과적인 제품이니 꼭 한 번 사용해 보시길 추천드립니다! 궁금한 점이 더 있으시면 언제든지 물어보세요!",앞선 대화 맥락 속 제품 중 최저가 제품을 정확히 식별했는가?,,,,,,,
101,성분/수치,PDRN 100ppm 들어간 제품이 탄력에 효과 있어?,"안녕하세요! '뷰티 버디'입니다. PDRN(Polydeoxyribonucleotide)은 피부 재생과 탄력 개선에 도움을 주는 성분으로 알려져 있습니다. 하지만, 현재 다이소 데이터베이스에는 PDRN이 포함된 제품에 대한 정보가 없습니다. 

대신, 피부 탄력 개선에 효과적인 제품으로는 '랩팩토리 멀티밤'을 추천드립니다. 이 제품은 하이드롤라이즈드콜라겐과 아데노신이 함유되어 있어 주름 개선과 피부 탄력에 도움을 줄 수 있습니다. 

자연스러운 수분광을 연출하며, 간편하게 사용할 수 있는 스틱 타입이라 매우 유용합니다. 피부 탄력을 원하신다면 이 제품을 고려해보시는 것도 좋을 것 같습니다! 추가적인 질문이 있으시면 언제든지 말씀해 주세요.",특정 성분(PDRN)과 함량(100ppm)을 데이터에서 찾아 효능을 설명했는가?,,,,,,,
